시설명,시설종류,주소,위도,경도,정원(명)
엠코타운경로당,노인여가복지시설,인천광역시 부평구 후정로 7,,,
삼산3휴먼시아1단지경로당,노인여가복지시설,인천광역시 부평구 영성동로18번길 19,,,
삼산임광그대가아파트경로당,노인여가복지시설,인천광역시 부평구 영성서로10번길,,,
벽산블루밍경로당,노인여가복지시설,인천광역시 부평구 후정동로 12,,,
부평삼산신원아치도시경로당,노인여가복지시설,인천광역시 부평구 후정로 33,,,
삼산타운주공4단지경로당,노인여가복지시설,인천광역시 부평구 체육관로 111,,,
서해그랑블아파트경로당,노인여가복지시설,인천광역시 부평구 굴포로 158,,,
삼산타운6단지경로당,노인여가복지시설,인천광역시 부평구 체육관로 57,,,
삼산타운7단지경로당,노인여가복지시설,인천광역시 부평구 체육관로 27,,,
삼산타운1단지경로당,노인여가복지시설,인천광역시 부평구 굴포로 105,,,
신성미소지움경로당,노인여가복지시설,인천광역시 부평구 수변로 334,,,
삼산타운2단지경로당,노인여가복지시설,인천광역시 부평구 수변로 333,,,
부일경로당,노인여가복지시설,인천광역시 부평구 경인로1024번길 39,,,
일심경로당,노인여가복지시설,인천광역시 부평구 마분로20번길 12,,,
한국아파트경로당,노인여가복지시설,인천광역시 부평구 동수로120번길 11,,,
부개1동 분회경로당,노인여가복지시설,인천광역시 부평구 동수로 181-1,,,
신진경로당,노인여가복지시설,인천광역시 부평구 수변로19번길 89,,,
마분경로당,노인여가복지시설,인천광역시 부평구 경인로1092번길 17-38,,,
리노빌애화경로당,노인여가복지시설,인천광역시 부평구 수변로9번길 10,,,
부개현대경로당,노인여가복지시설,인천광역시 부평구 경인로 1083번길 32,,,
이편한세상부평역어반루체경로당,노인여가복지시설,인천광역시 부평구 경인로1024번길 21,,,
대동아파트경로당,노인여가복지시설,인천광역시 부평구 부일로113번길 11,,,
성일아파트경로당,노인여가복지시설,인천광역시 부평구 수변로52번길 6,,,
부개2동분회경로당,노인여가복지시설,인천광역시 부평구 수변로107번길 52-10,,,
주공7단지경로당,노인여가복지시설,인천광역시 부평구 동수천로 118,,,
대촌경로당,노인여가복지시설,인천광역시 부평구 동수천로 128-8,,,
남부경로당,노인여가복지시설,인천광역시 부평구 동수천로 60-1,,,
백영아파트경로당,노인여가복지시설,인천광역시 부평구 수변로 115,,,
부개푸르지오경로당,노인여가복지시설,인천광역시 부평구 부일로 69,,,
부개역코오롱하늘채아파트,노인여가복지시설,인천광역시 부평구 부평문화로216,,,
부평코오롱하늘채아파트경로당,노인여가복지시설,인천광역시 부평구 동수천로 117,,,
부광경로당,노인여가복지시설,인천광역시 부평구 부흥로385번길 6-7,,,
대동아파트경로당,노인여가복지시설,인천광역시 부평구 길주로 640,,,
뉴서울아파트경로당,노인여가복지시설,인천광역시 부평구 충선로 191,,,
대진아파트경로당,노인여가복지시설,인천광역시 부평구 길주로 654,,,
주공2단지경로당,노인여가복지시설,인천광역시 부평구 길주남로 143,,,
주공3단지경로당,노인여가복지시설,인천광역시 부평구 길주남로 144,,,
주공5단지 임대경로당,노인여가복지시설,인천광역시 부평구 부개로 11,,,
주공5단지 분양경로당,노인여가복지시설,인천광역시 부평구 부개로 11,,,
주공6단지경로당,노인여가복지시설,인천광역시 부평구 부개로 12,,,
보람아파트경로당,노인여가복지시설,인천광역시 부평구 길주남로 175,,,
삼부한신아파트경로당,노인여가복지시설,인천광역시 부평구 부개로 58,,,
일신(분회)경로당,노인여가복지시설,인천광역시 부평구 일신로40번길 22 ,,,
주공아파트경로당,노인여가복지시설,인천광역시 부평구 항동로75번길 11 ,,,
풍림아파트경로당,노인여가복지시설,인천광역시 부평구 일신로14번길 23 ,,,
부평 자이아파트경로당,노인여가복지시설,인천광역시 부평구 일신로 120,,,
금성경로당,노인여가복지시설,인천광역시 부평구 열우물로 109-1,,,
부흥경로당,노인여가복지시설,인천광역시 부평구 이규보로95번길 48,,,
열우물경로당,노인여가복지시설,인천광역시 부평구 함봉로36번길15-3,,,
한국아파트경로당,노인여가복지시설,인천광역시 부평구 이규보로95번길 24,,,
성신경로당,노인여가복지시설,인천광역시 부평구 백범로529번길 14-3,,,
뜨란채아파트경로당,노인여가복지시설,인천광역시 부평구 이규보로 79,,,
서희스타힐스부평센트럴아파트경로당,노인여가복지시설,인천광역시 부평구 상정로 41,,,
더샵부평센트럴시티경로당,노인여가복지시설,인천광역시 부평구 열우물로 90,,,
동보아파트(2020.08.28)경로당,노인여가복지시설,인천광역시 부평구 상정로 11,,,
부평금호어울림아파트경로당,노인여가복지시설,인천광역시 부평구 경원대로1110번길 20,,,
십정2동분회경로당,노인여가복지시설,인천광역시 부평구 동암산로33번길 6-16,,,
동암경로당,노인여가복지시설,인천광역시 부평구 열우물로49번길 37-7,,,
신동아(정문)경로당,노인여가복지시설,인천광역시 부평구 아트센터로 118,,,
신동아(후문)경로당,노인여가복지시설,인천광역시 부평구 아트센터로 118,,,
동암마을경로당,노인여가복지시설,인천광역시 부평구 아트센터로 44번길 15-12,,,
하정경로당,노인여가복지시설,인천광역시 부평구 이규보로22번길 27,,,
동암남부경로당,노인여가복지시설,인천광역시 부평구 동암남로20번길 16,,,
